dataset,held_out,seed,shift_balacc,shift_Brier_temp,marginal_cov_shift,balanced_cov_shift,setsize_shift,marginal_cov_seen,balanced_cov_seen,shift_AURC,ECE_raw_seen,ECE_raw_shift,Brier_raw_shift,ECE_temperature_seen,ECE_temperature_shift,Brier_temperature_shift,ECE_platt_seen,ECE_platt_shift,Brier_platt_shift,ECE_isotonic_seen,ECE_isotonic_shift,Brier_isotonic_shift
UAVIDS-2025,Wormhole Attack,2,0.9058314020024381,0.15181673306782803,0.6393882385730212,0.7217031348445089,0.6492823299888517,0.9138554216867469,0.8786705380634288,0.03645058458539741,0.00022640596194438818,0.13816210354825786,0.14435325125265483,0.0001634542890607546,0.14842269087430976,0.15181673306782803,0.00017608258619483756,0.14041716349820282,0.14444513060084693,0.0001204819277108582,0.1317748284342441,0.13402844236409617
UAVIDS-2025,Flooding Attack,2,0.9950903582285873,0.0027860653987645373,0.7379162191192267,0.7713975583136022,0.7379162191192267,0.9128245299910475,0.8701101776737258,6.546728746921021e-05,0.0016486897724940306,0.005178328722016323,0.002802527879978218,0.001770568807580691,0.005024758868574232,0.0027860653987645373,0.0017705505402545434,0.005119525932076293,0.0028950804594287905,0.003037974081855088,0.00811133847041393,0.003681434209258339
UAVIDS-2025,Sybil Attack,3,0.9946888314429707,0.00468904428858698,0.8875070237872261,0.8603582540901291,0.8875070237872261,0.912358096582554,0.8720894001656831,0.0001789952991793703,0.001488217974551616,0.003935341676188757,0.004674821045796608,0.0017901043233911071,0.004207221728946875,0.00468904428858698,0.0017189547329734046,0.003640077751792262,0.0046352966017082125,0.002220646821654438,0.004355580598877605,0.0046688396024777935
UAVIDS-2025,Blackhole Attack,3,0.7673195673589933,0.31906093727189194,0.40674603174603174,0.5932116692643423,0.4067808409913673,0.9112383247966255,0.8710636666724438,0.16042750693066096,0.0020118977274288753,0.31798413321828434,0.3114541004006046,0.002258606922291637,0.3247143902975477,0.31906093727189194,0.0022675661532544763,0.3141814371899585,0.30896189955446784,0.002768507611391493,0.35598791641807437,0.2982802111044847
UAVIDS-2025,Wormhole Attack,3,0.9070190906999923,0.16841293946386252,0.6338141025641025,0.7208699912325025,0.6430114269788183,0.9124096385542169,0.8756381425111135,0.03528667861330236,0.00010115760823033945,0.13907817940263117,0.14679287937829785,4.589969515578218e-09,0.16819306517063676,0.16841293946386252,4.7655655862983874e-05,0.14062210267157937,0.14971921337442007,0.0,0.1587917376757868,0.16093061034358247
UAVIDS-2025,Flooding Attack,3,0.995725801773061,0.0025763280775041053,0.7187164339419978,0.7611861377882335,0.7187164339419978,0.9120971351835273,0.8679429822929946,6.60589854578549e-05,0.0008140971005170238,0.006586920352841529,0.002457862313713676,0.0006236475257665723,0.007214116357407796,0.0025763280775041053,0.0005663808861874544,0.007422720104057081,0.0026239828189929997,0.0013390349496436272,0.005267146935413428,0.0024220945365075984
UAVIDS-2025,Sybil Attack,4,0.9931486921908583,0.004253258117904807,0.9363551226821503,0.8906721965651772,0.9364675032777674,0.9078289512381624,0.8711320888747018,8.814080691409792e-05,0.0008911773188800202,0.003984454900919057,0.00426601685903206,0.0014980382656455673,0.003566950689724572,0.004253258117904807,0.0014840873640787544,0.0038008329055418885,0.004265897501253437,0.001401667058054596,0.0028368049079497523,0.0042624776308336125
UAVIDS-2025,Blackhole Attack,4,0.7051262961923741,0.440719100839981,0.40845168476747423,0.6005079292257971,0.40852130325814534,0.9135884302500753,0.8792913866011293,0.20397303495301453,0.001220258937667273,0.47506721866843055,0.4587234742364365,0.0008003919825478279,0.4636769450458789,0.440719100839981,0.000809670502357963,0.46000433113598327,0.43688378094200725,0.0012760788338659237,0.4632542717698884,0.42463327596396383
UAVIDS-2025,Wormhole Attack,4,0.9105458866825117,0.15587092601179547,0.6322812151616499,0.7171057190100536,0.6420707915273133,0.9179518072289157,0.8765983400718231,0.03431476418347588,0.0001170121916117434,0.13409286320039332,0.14414751799631187,4.891624785336847e-05,0.15229586771019138,0.15587092601179547,7.00825824838868e-05,0.14080313285233753,0.14913205501118867,8.16311893693351e-05,0.17489147625747142,0.17872240081375546
UAVIDS-2025,Flooding Attack,4,0.9911191071692887,0.00667465074202368,0.7213122090941639,0.7633188316296904,0.7213122090941639,0.9100268576544315,0.8700541939743756,0.00016217722403873426,0.0009644004017633867,0.006817158413091077,0.006269654127808508,0.0013339957679534414,0.008941432876400179,0.00667465074202368,0.0013644559327456412,0.009308967718612442,0.006760287447786934,0.0016283719636811086,0.010979074719275048,0.0067182471138644805
