dataset,held_out,seed,one_minus_q,atk_empty,atk_wrong_normal,atk_correct_attack,atk_both,norm_correct_normal,norm_wrong_attack,norm_empty,norm_both
UAVIDS-2025,Blackhole Attack,6,0.9997096141742077,0.6349674454232095,0.0,0.3650325545767905,0.0,0.8376623376623377,0.0,0.16233766233766234,0.0
UAVIDS-2025,Blackhole Attack,7,0.9996965325553901,0.635733435465339,3.829950210647262e-05,0.36422826503255457,0.0,0.8430099312452254,0.0,0.15699006875477464,0.0
UAVIDS-2025,Blackhole Attack,8,0.9996964931488037,0.6326311757947146,3.829950210647262e-05,0.36733052470317884,0.0,0.8296409472880061,0.0,0.1703590527119939,0.0
UAVIDS-2025,Blackhole Attack,9,0.9997102054767311,0.6351589429337419,3.829950210647262e-05,0.36480275756415165,0.0,0.8262032085561497,0.0,0.17379679144385027,0.0
UAVIDS-2025,Wormhole Attack,0,0.99991660748492,0.38150732193513764,0.0073219351376217125,0.6111707429272407,0.0,0.793353705118411,0.0,0.206646294881589,0.0
UAVIDS-2025,Wormhole Attack,1,0.9999220371246338,0.3805489534616269,0.008126964655370697,0.6113240818830024,0.0,0.8009931245225362,0.0,0.1990068754774637,0.0
UAVIDS-2025,Wormhole Attack,2,0.9999029636383057,0.36950854864678373,0.010618722686498504,0.6198727286667178,0.0,0.8162719633307869,0.0,0.18372803666921314,0.0
UAVIDS-2025,Wormhole Attack,3,0.9999059930632939,0.37602545426665646,0.009890362646630376,0.6140841830867132,0.0,0.825057295645531,0.0,0.17494270435446907,0.0
UAVIDS-2025,Wormhole Attack,4,0.9999127689297893,0.3763704669171203,0.010580387947558077,0.6130491451353216,0.0,0.8177998472116119,0.0,0.18220015278838808,0.0
UAVIDS-2025,Wormhole Attack,5,0.9999056715023471,0.3746070689258606,0.00858698152265583,0.6168059495514836,0.0,0.833842627960275,0.0,0.16615737203972497,0.0
UAVIDS-2025,Wormhole Attack,6,0.999923586845398,0.3756421068772522,0.011117074292724067,0.6132408188300238,0.0,0.8326967150496563,0.0,0.16730328495034377,0.0
UAVIDS-2025,Wormhole Attack,7,0.9999181530583883,0.37188530246109025,0.007628613049145135,0.6204860844897646,0.0,0.8391902215431627,0.0,0.16080977845683728,0.0
UAVIDS-2025,Wormhole Attack,8,0.9999086920070113,0.37560377213831175,0.009698688951928238,0.61469753890976,0.0,0.8235294117647058,0.0,0.17647058823529413,0.0
UAVIDS-2025,Wormhole Attack,9,0.9999076128005981,0.36912520125737946,0.006785248792455723,0.6240895499501649,0.0,0.8449197860962567,0.0,0.15508021390374332,0.0
UAVIDS-2025,Flooding Attack,0,0.9996651411056519,0.30102402920004057,0.0,0.6989759707999594,0.0,0.8082505729564553,0.0,0.1917494270435447,0.0
UAVIDS-2025,Flooding Attack,1,0.9996609687805176,0.29960458278414276,0.0,0.7003954172158573,0.0,0.8155080213903744,0.0,0.18449197860962566,0.0
UAVIDS-2025,Flooding Attack,2,0.9996562624874059,0.27207746121869614,0.0,0.7279225387813039,0.0,0.8155080213903744,0.0,0.18449197860962566,0.0
UAVIDS-2025,Flooding Attack,3,0.999643087387085,0.2948899929027679,0.0,0.705110007097232,0.0,0.8166539343009931,0.0,0.18334606569900688,0.0
UAVIDS-2025,Flooding Attack,4,0.9996243715286255,0.2887052620906418,0.0,0.7112947379093582,0.0,0.8246753246753247,0.0,0.17532467532467533,0.0
UAVIDS-2025,Flooding Attack,5,0.9996725028322544,0.27552468822873366,0.0,0.7244753117712663,0.0,0.819327731092437,0.0003819709702062643,0.18029029793735676,0.0
UAVIDS-2025,Flooding Attack,6,0.999680757522583,0.32885531785460814,0.0,0.6711446821453919,0.0,0.8124522536287242,0.0,0.18754774637127578,0.0
UAVIDS-2025,Flooding Attack,7,0.999618154251948,0.34365811619182807,0.0,0.6563418838081719,0.0,0.8368983957219251,0.0,0.16310160427807488,0.0
UAVIDS-2025,Flooding Attack,8,0.9996540546417236,0.23172462739531582,0.0,0.7682753726046841,0.0,0.819327731092437,0.0,0.18067226890756302,0.0
UAVIDS-2025,Flooding Attack,9,0.9996512774087023,0.3177532191016932,0.0,0.6822467808983068,0.0,0.8277310924369747,0.0,0.1722689075630252,0.0
UAV-NIDD,DDoS,0,0.9999487400054932,0.8181401530775929,0.0,0.1818598469224071,0.0,0.01728395061728395,0.0,0.9827160493827161,0.0
UAV-NIDD,DDoS,1,0.9999443292617798,0.8167652046381594,0.0,0.1832347953618406,0.0,0.0,0.0,1.0,0.0
UAV-NIDD,DDoS,2,0.9999334812164307,0.9748155277510426,0.0,0.02518447224895733,0.0,0.01728395061728395,0.0,0.9827160493827161,0.0
UAV-NIDD,DDoS,3,0.999950647354126,0.9911544983729776,0.0,0.00884550162702232,0.0,0.0,0.0,1.0,0.0
UAV-NIDD,DDoS,4,0.9999380111694336,1.0,0.0,0.0,0.0,0.009876543209876543,0.0,0.9901234567901235,0.0
UAV-NIDD,DDoS,5,0.9999362230300903,0.6729914294880609,0.0,0.32700857051193916,0.0,0.04938271604938271,0.0,0.9506172839506173,0.0
UAV-NIDD,DDoS,6,0.9999382495880127,0.7220770887758375,0.0,0.2779229112241624,0.0,0.044444444444444446,0.0,0.9555555555555556,0.0
UAV-NIDD,DDoS,7,0.9999611377716064,0.8091113249919795,0.0,0.19088867500802054,0.0,0.0,0.0,1.0,0.0
UAV-NIDD,DDoS,8,0.9999361038208008,0.8329437646088271,0.0,0.16705623539117284,0.0,0.012345679012345678,0.0,0.9876543209876543,0.0
UAV-NIDD,DDoS,9,0.9999457597732544,0.9845318300563729,0.0,0.015468169943627114,0.0,0.0049382716049382715,0.0,0.9950617283950617,0.0
UAV-NIDD,UDP Flooding,0,0.9999270439147949,0.25751955954795713,0.0,0.7424804404520429,0.0,0.06666666666666667,0.0,0.9333333333333333,0.0
UAV-NIDD,UDP Flooding,1,0.9999130964279175,0.12190669371196755,0.0,0.8780933062880325,0.0,0.09876543209876543,0.0,0.9012345679012346,0.0
UAV-NIDD,UDP Flooding,2,0.9999163150787354,0.2264271225731672,0.0,0.7735728774268328,0.0,0.04938271604938271,0.0,0.9506172839506173,0.0
UAV-NIDD,UDP Flooding,3,0.9999336004257202,0.23175891046073602,0.0,0.768241089539264,0.0,0.15308641975308643,0.0,0.8469135802469135,0.0
UAV-NIDD,UDP Flooding,4,0.9999387264251709,0.2502173283106346,0.0,0.7497826716893654,0.0,0.0,0.0,1.0,0.0
UAV-NIDD,UDP Flooding,5,0.9999375343322754,0.23816285134743553,0.0,0.7618371486525645,0.0,0.01728395061728395,0.0,0.9827160493827161,0.0
UAV-NIDD,UDP Flooding,6,0.9999032020568848,0.08904665314401623,0.0,0.9109533468559837,0.0,0.07654320987654321,0.0,0.9234567901234568,0.0
UAV-NIDD,UDP Flooding,7,0.9999465942382812,0.1689365401332947,0.0,0.8310634598667053,0.0,0.1308641975308642,0.0,0.8691358024691358,0.0
UAV-NIDD,UDP Flooding,8,0.9999369053039118,0.15957693422196464,0.0,0.8404230657780354,0.0,0.06419753086419754,0.0,0.9358024691358025,0.0
UAV-NIDD,UDP Flooding,9,0.9999078512191772,0.27986090988119383,0.0,0.7201390901188062,0.0,0.027160493827160494,0.0,0.9728395061728395,0.0
UAV-NIDD,MITM,0,0.9999500513076782,0.03805268383856083,0.00011681560656503709,0.9618305005548742,0.0,0.019753086419753086,0.0,0.980246913580247,0.0
UAV-NIDD,MITM,1,0.9999486207962036,0.9952981718357573,2.9203901641259272e-05,0.004672624262601483,0.0,0.28888888888888886,0.0,0.7111111111111111,0.0
UAV-NIDD,MITM,2,0.9999450445175171,0.994597278196367,0.00014601950820629635,0.005256702295426669,0.0,0.2345679012345679,0.0,0.7654320987654321,0.0
UAV-NIDD,MITM,3,0.9999423027038574,0.9952397640324747,8.761170492377782e-05,0.004672624262601483,0.0,0.05925925925925926,0.0,0.9407407407407408,0.0
UAV-NIDD,MITM,4,0.9999524354934692,0.9952981718357573,0.0,0.004701828164242743,0.0,0.0,0.0,1.0,0.0
UAV-NIDD,MITM,5,0.9999535083770752,0.9953273757373985,0.0,0.004672624262601483,0.0,0.012345679012345678,0.0,0.9876543209876543,0.0
UAV-NIDD,MITM,6,0.9999159574508667,0.05598387944629402,5.8407803282518544e-05,0.9439577127504235,0.0,0.17530864197530865,0.0,0.8246913580246914,0.0
UAV-NIDD,MITM,7,0.999948263168335,0.27480871444424976,0.0,0.7251912855557503,0.0,0.16790123456790124,0.0,0.8320987654320988,0.0
UAV-NIDD,MITM,8,0.9999523162841797,0.9749138484901583,5.8407803282518544e-05,0.025027743706559195,0.0,0.2,0.0,0.8,0.0
UAV-NIDD,MITM,9,0.9999216794967651,0.9951229484259096,0.0002044273114888149,0.004672624262601483,0.0,0.05925925925925926,0.0,0.9407407407407408,0.0
UAV-NIDD,Jamming,0,0.999950647354126,1.0,0.0,0.0,0.0,0.019753086419753086,0.0,0.980246913580247,0.0
UAV-NIDD,Jamming,1,0.9999405145645142,0.5015430456528679,0.0,0.49845695434713205,0.0,0.0,0.0,1.0,0.0
UAV-NIDD,Jamming,2,0.9999531507492065,1.0,0.0,0.0,0.0,0.02962962962962963,0.0,0.9703703703703703,0.0
UAV-NIDD,Jamming,3,0.999947190284729,0.5015430456528679,0.0,0.49845695434713205,0.0,0.0024691358024691358,0.0,0.9975308641975309,0.0
UAV-NIDD,Jamming,4,0.9999655485153198,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
UAV-NIDD,Jamming,5,0.9999464750289917,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
UAV-NIDD,Jamming,6,0.9999427795410156,0.5015430456528679,0.0,0.49845695434713205,0.0,0.1654320987654321,0.0,0.8345679012345679,0.0
UAV-NIDD,Jamming,7,0.9999607801437378,0.5015430456528679,0.0,0.49845695434713205,0.0,0.056790123456790124,0.0,0.9432098765432099,0.0
UAV-NIDD,Jamming,8,0.9999536275863647,0.5015430456528679,0.0,0.49845695434713205,0.0,0.01728395061728395,0.0,0.9827160493827161,0.0
UAV-NIDD,Jamming,9,0.999941349029541,1.0,0.0,0.0,0.0,0.009876543209876543,0.0,0.9901234567901235,0.0
UAV-NIDD,BruteForce,0,0.9999145269393921,0.3517362858580775,0.0,0.6482637141419225,0.0,0.2419753086419753,0.0,0.7580246913580246,0.0
UAV-NIDD,BruteForce,1,0.9999215602874756,0.3519124308002013,0.0,0.6480875691997987,0.0,0.26666666666666666,0.0,0.7333333333333333,0.0
UAV-NIDD,BruteForce,2,0.9999092817306519,0.3188475088072471,0.0,0.6811524911927529,0.0,0.19753086419753085,0.0,0.8024691358024691,0.0
UAV-NIDD,BruteForce,3,0.999925359406916,0.3520885757423251,0.0,0.6479114242576749,0.0,0.28888888888888886,0.0,0.7111111111111111,0.0
UAV-NIDD,BruteForce,4,0.9999192953109741,0.3512330145948666,0.0,0.6487669854051333,0.0,0.2814814814814815,0.0,0.7185185185185186,0.0
UAV-NIDD,BruteForce,5,0.9999239444732666,0.23256165072974333,0.0,0.7674383492702567,0.0,0.14074074074074075,0.0,0.8592592592592593,0.0
UAV-NIDD,BruteForce,6,0.9999288320541382,0.23648716658278812,0.0,0.7635128334172119,0.0,0.5382716049382716,0.0,0.4617283950617284,0.0
UAV-NIDD,BruteForce,7,0.9999387264251709,0.35279315551082036,0.0,0.6472068444891796,0.0,0.007407407407407408,0.0024691358024691358,0.9901234567901235,0.0
UAV-NIDD,BruteForce,8,0.9999334812164307,0.40231504781077,0.0,0.59768495218923,0.0,0.009876543209876543,0.0,0.9901234567901235,0.0
UAV-NIDD,BruteForce,9,0.9999181032180786,0.3524911927528938,0.0,0.6475088072471062,0.0,0.37777777777777777,0.0,0.6222222222222222,0.0
UAV-NIDD,De-authentication,0,0.9999456405639648,0.04546832373446499,0.0,0.954531676265535,0.0,0.03209876543209877,0.0,0.9679012345679012,0.0
UAV-NIDD,De-authentication,1,0.9999475479125977,0.049712033949681725,0.0,0.9502879660503183,0.0,0.0,0.0,1.0,0.0
UAV-NIDD,De-authentication,2,0.9999301433563232,0.7435586541376175,0.0,0.25644134586238254,0.0,0.044444444444444446,0.0,0.9555555555555556,0.0
UAV-NIDD,De-authentication,3,0.9999579191207886,0.05850257653834495,0.0,0.941497423461655,0.0,0.0024691358024691358,0.0,0.9975308641975309,0.0
UAV-NIDD,De-authentication,4,0.9999467134475708,0.04213397999393756,0.0,0.9578660200060625,0.0,0.0024691358024691358,0.0,0.9975308641975309,0.0
UAV-NIDD,De-authentication,5,0.9999440908432007,0.7296150348590482,0.0,0.2703849651409518,0.0,0.019753086419753086,0.0,0.980246913580247,0.0
UAV-NIDD,De-authentication,6,0.9999455680263054,0.03213094877235526,0.0,0.9678690512276448,0.0,0.2123456790123457,0.0,0.7876543209876543,0.0
UAV-NIDD,De-authentication,7,0.9999476671218872,0.04334646862685662,0.0,0.9566535313731434,0.0,0.08148148148148149,0.0,0.9185185185185185,0.0
UAV-NIDD,De-authentication,8,0.9999545812606812,0.06274628675356168,0.0,0.9372537132464384,0.0,0.0,0.0,1.0,0.0
UAV-NIDD,De-authentication,9,0.9999485015869141,0.046680812367384056,0.0,0.9533191876326159,0.0,0.007407407407407408,0.0,0.9925925925925926,0.0
UAV-CAS,DoS,0,0.26935309171676636,0.0,0.0,1.0,0.0,0.44785799624509304,0.0011947431302270011,0.0,0.55094726062468
UAV-CAS,DoS,1,0.2715512216091156,0.0,0.0,1.0,0.0,0.4435910564942823,0.0030721966205837174,0.0,0.553336746885134
UAV-CAS,DoS,2,0.26878058910369873,0.0,0.0,1.0,0.0,0.43386243386243384,0.002048131080389145,0.0,0.564089435057177
UAV-CAS,DoS,3,0.270219624042511,0.0,0.0,1.0,0.0,0.43437446663253115,0.0035842293906810036,0.0,0.5620413039767879
UAV-CAS,DoS,4,0.2709498107433319,0.0,0.0,1.0,0.0,0.4306195596518177,0.0017067759003242873,0.0,0.567673664447858
UAV-CAS,DoS,5,0.27129697799682617,0.0,0.0,1.0,0.0,0.4470046082949309,0.000682710360129715,0.0,0.5523126813449394
UAV-CAS,DoS,6,0.26717501878738403,0.0,0.0,1.0,0.0,0.4256699095408773,0.0011947431302270011,0.0,0.5731353473288957
UAV-CAS,DoS,7,0.26762905716896057,0.0,0.0,1.0,0.0,0.43556920976275815,0.0017067759003242873,0.0,0.5627240143369175
UAV-CAS,DoS,8,0.2686643600463867,0.0,0.0,1.0,0.0,0.42601126472094214,0.0018774534903567162,0.0,0.5721112817887012
UAV-CAS,DoS,9,0.26904231309890747,0.0,0.0,1.0,0.0,0.42891278375149344,0.0018774534903567162,0.0,0.5692097627581498
UAV-CAS,DDoS,0,0.26526835560798645,0.0,0.004100601421541826,0.9945325314379442,0.001366867140513942,0.41901348352961254,0.0015360983102918587,0.0,0.5794504181600956
UAV-CAS,DDoS,1,0.26361340284347534,0.0,0.000683433570256971,0.9982230727173319,0.0010934937124111536,0.40860215053763443,0.002048131080389145,0.0,0.5893497183819765
UAV-CAS,DDoS,2,0.2644635736942291,0.0,0.0012301804264625478,0.9950792782941498,0.0036905412793876435,0.4104796040279911,0.002048131080389145,0.0,0.5874722648916197
UAV-CAS,DDoS,3,0.2658917307853699,0.0,0.0012301804264625478,0.9958993985784582,0.0028704209950792784,0.40177504693633725,0.0030721966205837174,0.0,0.5951527564430791
UAV-CAS,DDoS,4,0.2669064402580261,0.0,0.0002733734281027884,0.9971295790049207,0.00259704756697649,0.4222563577402287,0.0017067759003242873,0.0,0.576036866359447
UAV-CAS,DDoS,5,0.26667487621307373,0.0,0.0009568069983597594,0.9954893384363039,0.003553854565336249,0.41645331967912613,0.0005120327700972862,0.0,0.5830346475507766
UAV-CAS,DDoS,6,0.2620968520641327,0.0,0.0001366867140513942,0.9956260251503554,0.00423728813559322,0.4026284348864994,0.000682710360129715,0.0,0.5966888547533709
UAV-CAS,DDoS,7,0.26485303044319153,0.0,0.0008201202843083652,0.9953526517222526,0.0038272279934390375,0.41406383341867214,0.0008533879501621437,0.0,0.5850827786311658
UAV-CAS,DDoS,8,0.2633765637874603,0.0,0.002050300710770913,0.9952159650082012,0.002733734281027884,0.40228707970643457,0.0017067759003242873,0.0,0.5960061443932412
UAV-CAS,DDoS,9,0.2657397389411926,0.0,0.002050300710770913,0.9956260251503554,0.0023236741388737016,0.41235705751834784,0.0023894862604540022,0.0,0.5852534562211982
UAV-CAS,Blackhole,0,0.19860796630382538,0.0,0.664328161109277,0.0009078903928689336,0.33476394849785407,0.7083119986345793,0.0,0.0,0.2916880013654207
UAV-CAS,Blackhole,1,0.19427314400672913,0.0,0.6431990756025091,0.0018157807857378673,0.35498514361175304,0.6750298685782556,0.0005120327700972862,0.0,0.32445809865164704
UAV-CAS,Blackhole,2,0.19624829292297363,0.0,0.6483988114889403,0.000577748431825685,0.3510234400792341,0.6726403823178017,0.0,0.0,0.32735961768219835
UAV-CAS,Blackhole,3,0.19524571299552917,0.0,0.6450973918785078,0.0008253549026081215,0.3540772532188841,0.6818569721795529,0.0003413551800648575,0.0,0.31780167264038234
UAV-CAS,Blackhole,4,0.19910743832588196,0.0,0.6591284252228459,0.0004952129415648729,0.3403763618355893,0.6915855948114012,0.0003413551800648575,0.0,0.30807305000853386
UAV-CAS,Blackhole,5,0.19813226163387299,0.0,0.6610267414988446,0.0007428194123473093,0.3382304390888082,0.6965352449223416,0.0,0.0,0.3034647550776583
UAV-CAS,Blackhole,6,0.1941089928150177,0.0,0.6294156487289535,0.0004952129415648729,0.3700891383294817,0.6717869943676396,0.0,0.0,0.32821300563236044
UAV-CAS,Blackhole,7,0.19702862203121185,0.0,0.6592934962033674,0.000577748431825685,0.34012875536480686,0.6828810377197474,0.0,0.0,0.3171189622802526
UAV-CAS,Blackhole,8,0.1963508427143097,0.0,0.6558270056124134,0.0009078903928689336,0.3432651039947177,0.6775900324287422,0.00017067759003242875,0.0,0.3222392899812255
UAV-CAS,Blackhole,9,0.19813798367977142,0.0,0.6701881809177946,0.00115549686365137,0.32865632221855395,0.6997781191329578,0.0,0.0,0.30022188086704216
UAV-CAS,Wormhole,0,0.20459109544754028,0.0,0.6987663413735961,0.0019333456085435462,0.2993003130178604,0.7136030039255846,0.0005120327700972862,0.0,0.2858849633043181
UAV-CAS,Wormhole,1,0.21282567083835602,0.0,0.7100902227950654,0.0009206407659731173,0.2889891364389615,0.72452636968766,0.0008533879501621437,0.0,0.27462024236217786
UAV-CAS,Wormhole,2,0.20708067715168,0.0,0.6931504327011601,0.0011047689191677407,0.3057447983796723,0.7120669056152927,0.0005120327700972862,0.0,0.28742106161461
UAV-CAS,Wormhole,3,0.20379531383514404,0.0,0.6765788989136439,0.00046032038298655866,0.32296078070336953,0.6972179552824714,0.00017067759003242875,0.0,0.30261136712749614
UAV-CAS,Wormhole,4,0.20846694707870483,0.0,0.7076965568035353,0.0014730252255569876,0.29083041797090775,0.7236729817374978,0.0005120327700972862,0.0,0.27581498549240485
UAV-CAS,Wormhole,5,0.20651480555534363,0.0,0.6937028171607439,0.0011968329957650525,0.30510034984349105,0.725721112817887,0.0,0.0,0.27427888718211296
UAV-CAS,Wormhole,6,0.20333586633205414,0.0,0.6880869084883079,0.0008285766893758056,0.3110845148223163,0.6997781191329578,0.00017067759003242875,0.0,0.30005120327700974
UAV-CAS,Wormhole,7,0.21263903379440308,0.0,0.7115632480206223,0.001012704842570429,0.2874240471368072,0.7217955282471411,0.0,0.0,0.27820447175285884
UAV-CAS,Wormhole,8,0.2101779729127884,0.0,0.7141410421653471,0.001380961148959676,0.28447799668569324,0.7279399214883086,0.0005120327700972862,0.0,0.27154804574159414
UAV-CAS,Wormhole,9,0.20952647924423218,0.0,0.709998158718468,0.0012888970723623642,0.2887129442091696,0.7217955282471411,0.0003413551800648575,0.0,0.277863116572794
UAV-CAS,Replay,0,0.2577970027923584,0.0,0.46469135802469136,0.0019753086419753087,0.5333333333333333,0.4848950332821301,0.0015360983102918587,0.0,0.5135688684075781
UAV-CAS,Replay,1,0.2602108120918274,0.0,0.45382716049382715,0.0019753086419753087,0.5441975308641975,0.4837002901519031,0.002048131080389145,0.0,0.5142515787677078
UAV-CAS,Replay,2,0.2577798366546631,0.0,0.468641975308642,0.0014814814814814814,0.5298765432098765,0.4720942140296979,0.0018774534903567162,0.0,0.5260283324799454
UAV-CAS,Replay,3,0.25891128182411194,0.0,0.4711111111111111,0.0014814814814814814,0.5274074074074074,0.4715821812596006,0.0017067759003242873,0.0,0.5267110428400751
UAV-CAS,Replay,4,0.2587204575538635,0.0,0.4414814814814815,0.0019753086419753087,0.5565432098765432,0.4758491210104113,0.000682710360129715,0.0,0.523468168629459
UAV-CAS,Replay,5,0.25670337677001953,0.0,0.45925925925925926,0.0014814814814814814,0.5392592592592592,0.47499573306024917,0.0005120327700972862,0.0,0.5244922341696535
UAV-CAS,Replay,6,0.25714725255966187,0.0,0.45728395061728394,0.0004938271604938272,0.5422222222222223,0.47363031233998976,0.0011947431302270011,0.0,0.5251749445297832
UAV-CAS,Replay,7,0.2589867115020752,0.0,0.45481481481481484,0.0009876543209876543,0.5441975308641975,0.4744837002901519,0.000682710360129715,0.0,0.5248335893497184
UAV-CAS,Replay,8,0.2592483460903168,0.0,0.4785185185185185,0.0009876543209876543,0.5204938271604939,0.4673152415087899,0.002048131080389145,0.0,0.530636627410821
UAV-CAS,Replay,9,0.25817522406578064,0.0,0.4651851851851852,0.0019753086419753087,0.5328395061728395,0.48250554702167603,0.0017067759003242873,0.0,0.5157876770779997
